radboudsource,sourceguid,target,targetguid,targetlabel
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-6811434,http://identifiers.org/reactome/R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-6811436,http://identifiers.org/reactome/R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-68877,http://identifiers.org/reactome/R-HSA-68877,Mitotic Prometaphase
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-8852276,http://identifiers.org/reactome/R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-8955332,http://identifiers.org/reactome/R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-9609690,http://identifiers.org/reactome/R-HSA-9609690,HCMV Early Events
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-9609736,http://identifiers.org/reactome/R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-9619483,http://identifiers.org/reactome/R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-9646399,http://identifiers.org/reactome/R-HSA-9646399,Aggrephagy
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-9648025,http://identifiers.org/reactome/R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-9668328,http://identifiers.org/reactome/R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000152086,http://purl.uniprot.org/uniprot/P01579,R-HSA-983189,http://identifiers.org/reactome/R-HSA-983189,Kinesins
ENSG00000152402,http://purl.uniprot.org/uniprot/O75899,R-HSA-392154,http://identifiers.org/reactome/R-HSA-392154,Nitric oxide stimulates guanylate cyclase
ENSG00000152402,http://purl.uniprot.org/uniprot/O75899,R-HSA-445355,http://identifiers.org/reactome/R-HSA-445355,Smooth Muscle Contraction
ENSG00000157388,http://purl.uniprot.org/uniprot/P29317,R-HSA-422356,http://identifiers.org/reactome/R-HSA-422356,Regulation of insulin secretion
ENSG00000157388,http://purl.uniprot.org/uniprot/P29317,R-HSA-419037,http://identifiers.org/reactome/R-HSA-419037,NCAM1 interactions
ENSG00000157388,http://purl.uniprot.org/uniprot/P29317,R-HSA-400042,http://identifiers.org/reactome/R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-6798695,http://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-1250196,http://identifiers.org/reactome/R-HSA-1250196,SHC1 events in ERBB2 signaling
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-418597,http://identifiers.org/reactome/R-HSA-418597,G alpha (z) signalling events
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-5218921,http://identifiers.org/reactome/R-HSA-5218921,VEGFR2 mediated cell proliferation
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-5668599,http://identifiers.org/reactome/R-HSA-5668599,RHO GTPases Activate NADPH Oxidases
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-2029485,http://identifiers.org/reactome/R-HSA-2029485,Role of phospholipids in phagocytosis
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-5607764,http://identifiers.org/reactome/R-HSA-5607764,CLEC7A (Dectin-1) signaling
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-111465,http://identifiers.org/reactome/R-HSA-111465,Apoptotic cleavage of cellular proteins
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-450520,http://identifiers.org/reactome/R-HSA-450520,HuR (ELAVL1) binds and stabilizes mRNA
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-111933,http://identifiers.org/reactome/R-HSA-111933,Calmodulin induced events
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-114508,http://identifiers.org/reactome/R-HSA-114508,Effects of PIP2 hydrolysis
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-1489509,http://identifiers.org/reactome/R-HSA-1489509,DAG and IP3 signaling
ENSG00000163932,http://purl.uniprot.org/uniprot/P02671,R-HSA-877300,http://identifiers.org/reactome/R-HSA-877300,Interferon gamma signaling
ENSG00000164344,http://purl.uniprot.org/uniprot/P42262,R-HSA-140837,http://identifiers.org/reactome/R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation
ENSG00000164344,http://purl.uniprot.org/uniprot/P42262,R-HSA-1592389,http://identifiers.org/reactome/R-HSA-1592389,Activation of Matrix Metalloproteinases
ENSG00000164344,http://purl.uniprot.org/uniprot/P42262,R-HSA-9657688,http://identifiers.org/reactome/R-HSA-9657688,Defective factor XII causes hereditary angioedema
ENSG00000164344,http://purl.uniprot.org/uniprot/P42262,R-HSA-9657689,http://identifiers.org/reactome/R-HSA-9657689,Defective SERPING1 causes hereditary angioedema
ENSG00000164794,http://purl.uniprot.org/uniprot/Q16620,R-HSA-1296072,http://identifiers.org/reactome/R-HSA-1296072,Voltage gated Potassium channels
ENSG00000165731,http://purl.uniprot.org/uniprot/Q9Y233,R-HSA-5673001,http://identifiers.org/reactome/R-HSA-5673001,RAF/MAP kinase cascade
ENSG00000165731,http://purl.uniprot.org/uniprot/Q9Y233,R-HSA-8853659,http://identifiers.org/reactome/R-HSA-8853659,RET signaling
ENSG00000166148,http://purl.uniprot.org/uniprot/O00329,R-HSA-416476,http://identifiers.org/reactome/R-HSA-416476,G alpha (q) signalling events
ENSG00000166148,http://purl.uniprot.org/uniprot/O00329,R-HSA-388479,http://identifiers.org/reactome/R-HSA-388479,Vasopressin-like receptors
ENSG00000166148,http://purl.uniprot.org/uniprot/O00329,R-HSA-5619099,http://identifiers.org/reactome/R-HSA-5619099,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)"
ENSG00000170214,http://purl.uniprot.org/uniprot/P10912,R-HSA-416476,http://identifiers.org/reactome/R-HSA-416476,G alpha (q) signalling events
ENSG00000170214,http://purl.uniprot.org/uniprot/P10912,R-HSA-416482,http://identifiers.org/reactome/R-HSA-416482,G alpha (12/13) signalling events
ENSG00000170214,http://purl.uniprot.org/uniprot/P10912,R-HSA-390696,http://identifiers.org/reactome/R-HSA-390696,Adrenoceptors
ENSG00000172752,http://purl.uniprot.org/uniprot/P40238,R-HSA-2022090,http://identifiers.org/reactome/R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures
ENSG00000172752,http://purl.uniprot.org/uniprot/P40238,R-HSA-419037,http://identifiers.org/reactome/R-HSA-419037,NCAM1 interactions
ENSG00000172752,http://purl.uniprot.org/uniprot/P40238,R-HSA-3000178,http://identifiers.org/reactome/R-HSA-3000178,ECM proteoglycans
ENSG00000172752,http://purl.uniprot.org/uniprot/P40238,R-HSA-1442490,http://identifiers.org/reactome/R-HSA-1442490,Collagen degradation
ENSG00000172752,http://purl.uniprot.org/uniprot/P40238,R-HSA-1650814,http://identifiers.org/reactome/R-HSA-1650814,Collagen biosynthesis and modifying enzymes
ENSG00000172752,http://purl.uniprot.org/uniprot/P40238,R-HSA-216083,http://identifiers.org/reactome/R-HSA-216083,Integrin cell surface interactions
ENSG00000172752,http://purl.uniprot.org/uniprot/P40238,R-HSA-8948216,http://identifiers.org/reactome/R-HSA-8948216,Collagen chain trimerization
ENSG00000172752,http://purl.uniprot.org/uniprot/P40238,R-HSA-186797,http://identifiers.org/reactome/R-HSA-186797,Signaling by PDGF
ENSG00000173198,http://purl.uniprot.org/uniprot/P60880,R-HSA-9679191,http://identifiers.org/reactome/R-HSA-9679191,Potential therapeutics for SARS
ENSG00000173198,http://purl.uniprot.org/uniprot/P60880,R-HSA-416476,http://identifiers.org/reactome/R-HSA-416476,G alpha (q) signalling events
ENSG00000173198,http://purl.uniprot.org/uniprot/P60880,R-HSA-391906,http://identifiers.org/reactome/R-HSA-391906,Leukotriene receptors
ENSG00000173198,http://purl.uniprot.org/uniprot/P60880,R-HSA-9664535,http://identifiers.org/reactome/R-HSA-9664535,LTC4-CYSLTR mediated IL4 production
ENSG00000178057,http://purl.uniprot.org/uniprot/P35368,R-HSA-6799198,http://identifiers.org/reactome/R-HSA-6799198,Complex I biogenesis
ENSG00000178127,http://purl.uniprot.org/uniprot/P29275,R-HSA-611105,http://identifiers.org/reactome/R-HSA-611105,Respiratory electron transport
ENSG00000178127,http://purl.uniprot.org/uniprot/P29275,R-HSA-6799198,http://identifiers.org/reactome/R-HSA-6799198,Complex I biogenesis
ENSG00000183813,http://purl.uniprot.org/uniprot/Q9H228,R-HSA-418594,http://identifiers.org/reactome/R-HSA-418594,G alpha (i) signalling events
ENSG00000183813,http://purl.uniprot.org/uniprot/Q9H228,R-HSA-380108,http://identifiers.org/reactome/R-HSA-380108,Chemokine receptors bind chemokines
ENSG00000184156,http://purl.uniprot.org/uniprot/P10276,R-HSA-1296072,http://identifiers.org/reactome/R-HSA-1296072,Voltage gated Potassium channels
ENSG00000184156,http://purl.uniprot.org/uniprot/P10276,R-HSA-445095,http://identifiers.org/reactome/R-HSA-445095,Interaction between L1 and Ankyrins
ENSG00000184160,http://purl.uniprot.org/uniprot/P01137,R-HSA-5683826,http://identifiers.org/reactome/R-HSA-5683826,Surfactant metabolism
ENSG00000184160,http://purl.uniprot.org/uniprot/P01137,R-HSA-418594,http://identifiers.org/reactome/R-HSA-418594,G alpha (i) signalling events
ENSG00000184160,http://purl.uniprot.org/uniprot/P01137,R-HSA-418597,http://identifiers.org/reactome/R-HSA-418597,G alpha (z) signalling events
ENSG00000184160,http://purl.uniprot.org/uniprot/P01137,R-HSA-390696,http://identifiers.org/reactome/R-HSA-390696,Adrenoceptors
ENSG00000184160,http://purl.uniprot.org/uniprot/P01137,R-HSA-400042,http://identifiers.org/reactome/R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000184160,http://purl.uniprot.org/uniprot/P01137,R-HSA-392023,http://identifiers.org/reactome/R-HSA-392023,Adrenaline signalling through Alpha-2 adrenergic receptor
ENSG00000186010,http://purl.uniprot.org/uniprot/O95167,R-HSA-611105,http://identifiers.org/reactome/R-HSA-611105,Respiratory electron transport
ENSG00000186010,http://purl.uniprot.org/uniprot/O95167,R-HSA-6799198,http://identifiers.org/reactome/R-HSA-6799198,Complex I biogenesis
ENSG00000187266,http://purl.uniprot.org/uniprot/P36888,R-HSA-9027276,http://identifiers.org/reactome/R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K)
ENSG00000187266,http://purl.uniprot.org/uniprot/P36888,R-HSA-9006335,http://identifiers.org/reactome/R-HSA-9006335,Signaling by Erythropoietin
ENSG00000187266,http://purl.uniprot.org/uniprot/P36888,R-HSA-9027277,http://identifiers.org/reactome/R-HSA-9027277,Erythropoietin activates Phospholipase C gamma (PLCG)
ENSG00000187266,http://purl.uniprot.org/uniprot/P36888,R-HSA-9027283,http://identifiers.org/reactome/R-HSA-9027283,Erythropoietin activates STAT5
ENSG00000187266,http://purl.uniprot.org/uniprot/P36888,R-HSA-9027284,http://identifiers.org/reactome/R-HSA-9027284,Erythropoietin activates RAS
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-1445148,http://identifiers.org/reactome/R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-190840,http://identifiers.org/reactome/R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-190861,http://identifiers.org/reactome/R-HSA-190861,Gap junction assembly
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-2132295,http://identifiers.org/reactome/R-HSA-2132295,MHC class II antigen presentation
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-2467813,http://identifiers.org/reactome/R-HSA-2467813,Separation of Sister Chromatids
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-2500257,http://identifiers.org/reactome/R-HSA-2500257,Resolution of Sister Chromatid Cohesion
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-3371497,http://identifiers.org/reactome/R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-380320,http://identifiers.org/reactome/R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-389957,http://identifiers.org/reactome/R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-389960,http://identifiers.org/reactome/R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-389977,http://identifiers.org/reactome/R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-437239,http://identifiers.org/reactome/R-HSA-437239,Recycling pathway of L1
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-5610787,http://identifiers.org/reactome/R-HSA-5610787,Hedgehog 'off' state
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-5617833,http://identifiers.org/reactome/R-HSA-5617833,Cilium Assembly
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-5620924,http://identifiers.org/reactome/R-HSA-5620924,Intraflagellar transport
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-5626467,http://identifiers.org/reactome/R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-5663220,http://identifiers.org/reactome/R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-6807878,http://identifiers.org/reactome/R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-6811434,http://identifiers.org/reactome/R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-6811436,http://identifiers.org/reactome/R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-68877,http://identifiers.org/reactome/R-HSA-68877,Mitotic Prometaphase
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-8852276,http://identifiers.org/reactome/R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-8955332,http://identifiers.org/reactome/R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-9609690,http://identifiers.org/reactome/R-HSA-9609690,HCMV Early Events
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-9609736,http://identifiers.org/reactome/R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-9619483,http://identifiers.org/reactome/R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-9646399,http://identifiers.org/reactome/R-HSA-9646399,Aggrephagy
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-9648025,http://identifiers.org/reactome/R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-9668328,http://identifiers.org/reactome/R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835,R-HSA-983189,http://identifiers.org/reactome/R-HSA-983189,Kinesins
ENSG00000198431,http://purl.uniprot.org/uniprot/P49763,R-HSA-1989781,http://identifiers.org/reactome/R-HSA-1989781,PPARA activates gene expression
ENSG00000198431,http://purl.uniprot.org/uniprot/P49763,R-HSA-5336415,http://identifiers.org/reactome/R-HSA-5336415,Uptake and function of diphtheria toxin
ENSG00000198431,http://purl.uniprot.org/uniprot/P49763,R-HSA-499943,http://identifiers.org/reactome/R-HSA-499943,Interconversion of nucleotide di- and triphosphates
ENSG00000198431,http://purl.uniprot.org/uniprot/P49763,R-HSA-2408550,http://identifiers.org/reactome/R-HSA-2408550,Metabolism of ingested H2SeO4 and H2SeO3 into H2Se
ENSG00000198431,http://purl.uniprot.org/uniprot/P49763,R-HSA-3299685,http://identifiers.org/reactome/R-HSA-3299685,Detoxification of Reactive Oxygen Species
ENSG00000198431,http://purl.uniprot.org/uniprot/P49763,R-HSA-5263617,http://identifiers.org/reactome/R-HSA-5263617,Metabolism of ingested MeSeO2H into MeSeH
ENSG00000198431,http://purl.uniprot.org/uniprot/P49763,R-HSA-5628897,http://identifiers.org/reactome/R-HSA-5628897,TP53 Regulates Metabolic Genes
ENSG00000205268,http://purl.uniprot.org/uniprot/Q9UM73,R-HSA-418555,http://identifiers.org/reactome/R-HSA-418555,G alpha (s) signalling events
ENSG00000239732,http://purl.uniprot.org/uniprot/P06239,R-HSA-9679191,http://identifiers.org/reactome/R-HSA-9679191,Potential therapeutics for SARS
ENSG00000239732,http://purl.uniprot.org/uniprot/P06239,R-HSA-109704,http://identifiers.org/reactome/R-HSA-109704,PI3K Cascade
ENSG00000239732,http://purl.uniprot.org/uniprot/P06239,R-HSA-1679131,http://identifiers.org/reactome/R-HSA-1679131,Trafficking and processing of endosomal TLR
ENSG00000239732,http://purl.uniprot.org/uniprot/P06239,R-HSA-168138,http://identifiers.org/reactome/R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade
ENSG00000239732,http://purl.uniprot.org/uniprot/P06239,R-HSA-975110,http://identifiers.org/reactome/R-HSA-975110,TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
ENSG00000239732,http://purl.uniprot.org/uniprot/P06239,R-HSA-975138,http://identifiers.org/reactome/R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation
ENSG00000239732,http://purl.uniprot.org/uniprot/P06239,R-HSA-975155,http://identifiers.org/reactome/R-HSA-975155,MyD88 dependent cascade initiated on endosome
ENSG00000278195,http://purl.uniprot.org/uniprot/P51681,R-HSA-375276,http://identifiers.org/reactome/R-HSA-375276,Peptide ligand-binding receptors
ENSG00000278195,http://purl.uniprot.org/uniprot/P51681,R-HSA-418594,http://identifiers.org/reactome/R-HSA-418594,G alpha (i) signalling events
ENSG00000278195,http://purl.uniprot.org/uniprot/P51681,R-HSA-5620922,http://identifiers.org/reactome/R-HSA-5620922,BBSome-mediated cargo-targeting to cilium
ENSG00000282608,http://purl.uniprot.org/uniprot/Q09470,R-HSA-417973,http://identifiers.org/reactome/R-HSA-417973,Adenosine P1 receptors
ENSG00000282608,http://purl.uniprot.org/uniprot/Q09470,R-HSA-418594,http://identifiers.org/reactome/R-HSA-418594,G alpha (i) signalling events
ENSG00000012124,http://purl.uniprot.org/uniprot/P10092,R-HSA-198933,http://identifiers.org/reactome/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
ENSG00000012124,http://purl.uniprot.org/uniprot/P10092,R-HSA-983695,http://identifiers.org/reactome/R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
ENSG00000012124,http://purl.uniprot.org/uniprot/P10092,R-HSA-5690714,http://identifiers.org/reactome/R-HSA-5690714,CD22 mediated BCR regulation
ENSG00000012504,http://purl.uniprot.org/uniprot/Q92769,R-HSA-383280,http://identifiers.org/reactome/R-HSA-383280,Nuclear Receptor transcription pathway
ENSG00000012504,http://purl.uniprot.org/uniprot/Q92769,R-HSA-4090294,http://identifiers.org/reactome/R-HSA-4090294,SUMOylation of intracellular receptors
ENSG00000012504,http://purl.uniprot.org/uniprot/Q92769,R-HSA-1989781,http://identifiers.org/reactome/R-HSA-1989781,PPARA activates gene expression
ENSG00000012504,http://purl.uniprot.org/uniprot/Q92769,R-HSA-159418,http://identifiers.org/reactome/R-HSA-159418,Recycling of bile acids and salts
ENSG00000012504,http://purl.uniprot.org/uniprot/Q92769,R-HSA-192105,http://identifiers.org/reactome/R-HSA-192105,Synthesis of bile acids and bile salts
ENSG00000012504,http://purl.uniprot.org/uniprot/Q92769,R-HSA-193368,http://identifiers.org/reactome/R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
ENSG00000012504,http://purl.uniprot.org/uniprot/Q92769,R-HSA-193807,http://identifiers.org/reactome/R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol
ENSG00000012504,http://purl.uniprot.org/uniprot/Q92769,R-HSA-211976,http://identifiers.org/reactome/R-HSA-211976,Endogenous sterols
ENSG00000014257,http://purl.uniprot.org/uniprot/P06213,R-HSA-6798695,http://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
ENSG00000055118,http://purl.uniprot.org/uniprot/P20138,R-HSA-1296072,http://identifiers.org/reactome/R-HSA-1296072,Voltage gated Potassium channels
ENSG00000055118,http://purl.uniprot.org/uniprot/P20138,R-HSA-5576890,http://identifiers.org/reactome/R-HSA-5576890,Phase 3 - rapid repolarisation
ENSG00000061918,http://purl.uniprot.org/uniprot/Q13698,R-HSA-392154,http://identifiers.org/reactome/R-HSA-392154,Nitric oxide stimulates guanylate cyclase
ENSG00000061918,http://purl.uniprot.org/uniprot/Q13698,R-HSA-445355,http://identifiers.org/reactome/R-HSA-445355,Smooth Muscle Contraction
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-1257604,http://identifiers.org/reactome/R-HSA-1257604,PIP3 activates AKT signaling
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-2219530,http://identifiers.org/reactome/R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-6811558,http://identifiers.org/reactome/R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-109704,http://identifiers.org/reactome/R-HSA-109704,PI3K Cascade
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-5673001,http://identifiers.org/reactome/R-HSA-5673001,RAF/MAP kinase cascade
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-190375,http://identifiers.org/reactome/R-HSA-190375,FGFR2c ligand binding and activation
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-190377,http://identifiers.org/reactome/R-HSA-190377,FGFR2b ligand binding and activation
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-2023837,http://identifiers.org/reactome/R-HSA-2023837,Signaling by FGFR2 amplification mutants
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-2033519,http://identifiers.org/reactome/R-HSA-2033519,Activated point mutants of FGFR2
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-5654221,http://identifiers.org/reactome/R-HSA-5654221,Phospholipase C-mediated cascade; FGFR2
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-5654695,http://identifiers.org/reactome/R-HSA-5654695,PI-3K cascade:FGFR2
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-5654699,http://identifiers.org/reactome/R-HSA-5654699,SHC-mediated cascade:FGFR2
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-5654700,http://identifiers.org/reactome/R-HSA-5654700,FRS-mediated FGFR2 signaling
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-5654727,http://identifiers.org/reactome/R-HSA-5654727,Negative regulation of FGFR2 signaling
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-5655253,http://identifiers.org/reactome/R-HSA-5655253,Signaling by FGFR2 in disease
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-8851708,http://identifiers.org/reactome/R-HSA-8851708,Signaling by FGFR2 IIIa TM
ENSG00000066468,http://purl.uniprot.org/uniprot/P04150,R-HSA-8853333,http://identifiers.org/reactome/R-HSA-8853333,Signaling by FGFR2 fusions
ENSG00000095303,http://purl.uniprot.org/uniprot/P10253,R-HSA-2162123,http://identifiers.org/reactome/R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
ENSG00000095303,http://purl.uniprot.org/uniprot/P10253,R-HSA-140180,http://identifiers.org/reactome/R-HSA-140180,COX reactions
ENSG00000102524,http://purl.uniprot.org/uniprot/P02462,R-HSA-5669034,http://identifiers.org/reactome/R-HSA-5669034,TNFs bind their physiological receptors
ENSG00000102524,http://purl.uniprot.org/uniprot/P02462,R-HSA-5668541,http://identifiers.org/reactome/R-HSA-5668541,TNFR2 non-canonical NF-kB pathway
ENSG00000102524,http://purl.uniprot.org/uniprot/P02462,R-HSA-5676594,http://identifiers.org/reactome/R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
ENSG00000103546,http://purl.uniprot.org/uniprot/P25116,R-HSA-442660,http://identifiers.org/reactome/R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters
ENSG00000103546,http://purl.uniprot.org/uniprot/P25116,R-HSA-5619109,http://identifiers.org/reactome/R-HSA-5619109,Defective SLC6A2 causes orthostatic intolerance (OI)
ENSG00000104833,http://purl.uniprot.org/uniprot/P14416,R-HSA-1445148,http://identifiers.org/reactome/R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane
ENSG00000104833,http://purl.uniprot.org/uniprot/P14416,R-HSA-190840,http://identifiers.org/reactome/R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane
ENSG00000104833,http://purl.uniprot.org/uniprot/P14416,R-HSA-190861,http://identifiers.org/reactome/R-HSA-190861,Gap junction assembly
ENSG00000104833,http://purl.uniprot.org/uniprot/P14416,R-HSA-2132295,http://identifiers.org/reactome/R-HSA-2132295,MHC class II antigen presentation
ENSG00000104833,http://purl.uniprot.org/uniprot/P14416,R-HSA-2467813,http://identifiers.org/reactome/R-HSA-2467813,Separation of Sister Chromatids
ENSG00000104833,http://purl.uniprot.org/uniprot/P14416,R-HSA-2500257,http://identifiers.org/reactome/R-HSA-2500257,Resolution of Sister Chromatid Cohesion
ENSG00000104833,http://purl.uniprot.org/uniprot/P14416,R-HSA-3371497,http://identifiers.org/reactome/R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
ENSG00000104833,http://purl.uniprot.org/uniprot/P14416,R-HSA-380320,http://identifiers.org/reactome/R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
ENSG00000104833,http://purl.uniprot.org/uniprot/P14416,R-HSA-389957,http://identifiers.org/reactome/R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000104833,http://purl.uniprot.org/uniprot/P14416,R-HSA-389960,http://identifiers.org/reactome/R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
